,overall_qual,gr_liv_area,garage_cars,garage_area,total_bsmt_sf,1st_flr_sf,year_built,full_bath,year_remod/add,mas_vnr_area,saleprice
1502,4,1440,0.0,0.0,1440.0,1440,1955,2,1955,270.0,118000
1503,4,1152,0.0,0.0,0.0,1152,1955,2,1955,58.0,82500
1504,4,784,0.0,0.0,784.0,784,1955,1,1955,0.0,91900
1505,5,1053,0.0,0.0,585.0,585,1938,1,2007,0.0,120000
1506,5,1137,0.0,0.0,0.0,929,1947,1,1993,0.0,96000
1507,4,930,1.0,286.0,911.0,930,1953,1,1953,115.0,99000
1508,5,1200,1.0,240.0,768.0,768,1946,1,1995,0.0,130500
1509,4,1470,1.0,548.0,941.0,997,1954,2,1972,0.0,135000
1510,5,1393,1.0,300.0,816.0,872,1955,1,1955,0.0,135500
1511,4,1204,1.0,312.0,416.0,1204,1954,1,1954,0.0,100000
1512,4,1292,1.0,205.0,949.0,949,1923,1,2008,0.0,108000
1513,5,864,0.0,0.0,864.0,864,1925,1,1950,0.0,98000
1514,3,864,0.0,0.0,864.0,864,1914,1,1950,0.0,67000
1515,5,1716,0.0,0.0,780.0,936,1912,2,2000,0.0,135900
1516,6,1482,1.0,400.0,672.0,810,1925,2,1950,0.0,140000
1517,5,2192,1.0,240.0,720.0,1052,1939,2,1997,0.0,179500
1518,6,1694,2.0,576.0,1181.0,1390,1925,2,1950,0.0,136500
1519,7,1424,1.0,312.0,1228.0,1424,1921,2,1950,174.0,168000
1520,5,1964,0.0,0.0,940.0,1024,1911,1,1950,0.0,130000
1521,5,2601,2.0,621.0,612.0,990,1921,3,1998,0.0,189000
1522,6,1920,2.0,480.0,960.0,960,1930,2,1950,0.0,161900
1523,6,1316,1.0,369.0,644.0,672,1926,1,1950,0.0,145000
1524,6,2555,2.0,672.0,588.0,1423,1922,2,1994,0.0,191000
1525,6,1680,1.0,308.0,840.0,840,1915,2,1976,0.0,177000
1526,6,1264,2.0,400.0,676.0,676,1914,1,1995,0.0,147500
1527,6,790,1.0,160.0,768.0,790,1930,1,1950,0.0,91000
1528,8,1512,1.0,180.0,798.0,798,1925,2,1997,0.0,231000
1529,6,1639,1.0,240.0,1064.0,1166,1936,1,1950,0.0,115000
1530,6,1603,2.0,599.0,784.0,819,1923,1,1950,0.0,138000
1531,7,1502,1.0,270.0,776.0,851,1931,1,2000,0.0,149000
1532,6,1660,1.0,240.0,715.0,849,1934,1,1995,0.0,188700
1533,5,1938,1.0,240.0,942.0,1265,1937,2,1995,0.0,198000
1534,5,1374,1.0,225.0,884.0,932,1938,1,1950,0.0,110000
1535,6,1091,1.0,344.0,1091.0,1091,1951,1,1951,88.0,104000
1536,8,1873,2.0,786.0,608.0,983,1935,1,1950,40.0,257076
1537,8,3447,3.0,1014.0,728.0,1968,1935,3,1997,632.0,381000
1538,7,1954,2.0,431.0,798.0,1137,1939,1,2006,312.0,311500
1539,7,2161,2.0,506.0,832.0,1218,1950,2,2000,0.0,263400
1540,5,1898,2.0,484.0,1898.0,1898,1956,2,1956,0.0,236500
1541,6,1640,2.0,924.0,1296.0,1640,1954,1,2006,72.0,224000
1542,6,1032,2.0,462.0,516.0,516,1980,1,1980,0.0,116500
1543,6,1556,2.0,452.0,716.0,716,1980,2,1980,0.0,151000
1544,6,919,1.0,195.0,894.0,919,1926,1,1998,0.0,126000
1545,6,1090,1.0,240.0,720.0,760,1940,1,2006,0.0,120000
1546,4,796,0.0,0.0,796.0,796,1922,1,1950,0.0,55000
1547,6,816,1.0,432.0,816.0,816,1930,1,2007,0.0,120500
1548,5,778,1.0,924.0,740.0,778,1940,1,1955,0.0,120500
1549,5,1200,0.0,0.0,780.0,780,1930,1,1950,0.0,119000
1550,5,1656,1.0,288.0,624.0,1092,1967,1,1967,0.0,126000
1551,5,912,1.0,360.0,520.0,912,1930,1,1995,0.0,99500
1552,5,1955,1.0,356.0,1151.0,1151,1958,2,1958,162.0,165500
1553,1,733,2.0,487.0,0.0,733,1952,1,1952,0.0,13100
1554,4,1361,1.0,185.0,173.0,825,1895,1,1950,0.0,89000
1555,4,1317,1.0,250.0,649.0,649,1920,1,1950,0.0,40000
1556,4,1049,1.0,195.0,356.0,671,1910,1,2000,0.0,80900
1557,3,894,3.0,1248.0,894.0,894,1935,1,1950,0.0,81000
1558,4,864,1.0,216.0,592.0,432,1920,1,1950,0.0,65000
1559,8,1652,2.0,482.0,1600.0,1652,2008,2,2008,186.0,392500
1560,8,1648,2.0,525.0,1596.0,1648,2007,2,2008,186.0,294464
1561,7,1646,2.0,482.0,1594.0,1646,2004,2,2005,174.0,250000
1562,8,1646,2.0,482.0,1594.0,1646,2004,2,2005,174.0,275000
1563,7,2032,3.0,786.0,1840.0,2032,1996,3,1997,668.0,300000
1564,8,1689,3.0,857.0,1568.0,1689,2002,2,2002,148.0,271000
1565,7,1820,3.0,816.0,910.0,910,1996,2,1997,0.0,213000
1566,6,1118,1.0,358.0,1096.0,1118,1977,1,1977,0.0,171000
1567,6,1279,2.0,473.0,1196.0,1279,1977,2,1977,0.0,171500
1568,5,1872,2.0,484.0,0.0,936,1976,2,1976,0.0,100000
1569,4,1689,2.0,432.0,1680.0,1689,1991,2,1991,0.0,228500
1570,5,1786,2.0,529.0,1499.0,1619,1965,2,1965,0.0,228950
1571,7,1501,2.0,512.0,1277.0,1501,1986,2,1986,340.0,241500
1572,8,2898,2.0,665.0,1565.0,2898,1976,2,1976,0.0,287000
1573,8,1537,3.0,788.0,1518.0,1537,2006,2,2007,258.0,294000
1574,8,1646,3.0,800.0,1638.0,1646,2007,2,2008,338.0,293077
1575,8,1780,2.0,612.0,920.0,920,2007,2,2007,0.0,264966
1576,5,1442,2.0,400.0,352.0,712,2006,2,2007,0.0,172500
1577,5,1394,2.0,400.0,384.0,754,2006,2,2007,0.0,167500
1578,7,1612,3.0,666.0,796.0,796,2008,2,2008,60.0,218689
1579,6,1495,2.0,438.0,1495.0,1495,1989,2,1989,128.0,150000
1580,6,1651,2.0,616.0,1606.0,1651,1986,2,1986,132.0,184000
1581,6,1256,2.0,578.0,1256.0,1256,1986,2,1986,228.0,180000
1582,6,1509,2.0,600.0,1461.0,1509,1988,2,1989,219.0,175000
1583,8,1440,2.0,467.0,1432.0,1440,2003,2,2003,206.0,232500
1584,6,1675,2.0,435.0,1666.0,1675,1999,2,2000,0.0,195000
1585,8,2262,3.0,749.0,1482.0,1482,2003,2,2003,226.0,305000
1586,8,1728,2.0,520.0,1884.0,1728,2007,2,2007,0.0,298751
1587,8,1964,3.0,892.0,1964.0,1964,2005,2,2006,674.0,370000
1588,7,1344,4.0,784.0,1344.0,1344,1997,2,1998,200.0,209200
1589,7,1344,4.0,784.0,1344.0,1344,1997,2,1998,200.0,206300
1590,5,1092,0.0,0.0,1092.0,1092,2007,1,2008,0.0,146000
1591,6,1189,2.0,392.0,1189.0,1189,1997,2,1997,197.0,160500
1592,4,1200,3.0,850.0,1200.0,1200,1964,1,1964,98.0,173000
1593,5,1040,2.0,499.0,1040.0,1040,1975,1,1975,0.0,124000
1594,5,1304,1.0,336.0,264.0,616,1976,1,1976,0.0,115000
1595,5,1475,1.0,336.0,550.0,925,1976,2,1976,0.0,129500
1596,4,988,1.0,297.0,526.0,526,1973,1,2006,0.0,105000
1597,4,988,1.0,297.0,462.0,526,1973,1,1973,0.0,94900
1598,5,1160,1.0,257.0,1113.0,1160,1968,1,1968,0.0,152500
1599,6,1092,0.0,0.0,546.0,546,1970,2,2007,0.0,98000
1600,4,630,0.0,0.0,630.0,630,1972,1,1972,0.0,81000
1601,5,988,2.0,520.0,988.0,988,1954,1,1954,0.0,113000
1602,5,816,1.0,264.0,816.0,816,1983,1,1983,0.0,128500
1603,5,923,1.0,264.0,876.0,923,1984,1,1985,0.0,119500
1604,5,816,1.0,264.0,816.0,816,1982,1,2008,0.0,130500
1605,5,816,2.0,816.0,816.0,816,1982,1,2003,0.0,138000
1606,5,845,1.0,264.0,845.0,845,1982,1,2005,0.0,134500
1607,6,1750,1.0,423.0,983.0,983,1940,2,1985,0.0,160000
1608,5,889,2.0,484.0,864.0,889,1984,1,1984,0.0,137500
1609,5,1968,2.0,530.0,784.0,1168,1969,2,1969,232.0,172000
1610,5,1836,1.0,288.0,686.0,1150,1900,2,1950,0.0,103000
1611,6,1587,2.0,525.0,1587.0,1587,1971,2,1971,302.0,167300
1612,7,1277,2.0,526.0,1277.0,1277,1970,1,1970,0.0,167000
1613,7,2223,2.0,516.0,2223.0,2223,1973,2,1973,1115.0,244000
1614,8,2217,2.0,621.0,2217.0,2217,1970,2,1970,0.0,268000
1615,7,1733,2.0,433.0,847.0,847,2003,2,2003,0.0,225000
1616,6,1572,2.0,373.0,806.0,806,1995,2,1996,0.0,168000
1617,6,1470,2.0,388.0,794.0,794,1997,2,1997,0.0,177000
1618,6,1600,2.0,460.0,916.0,916,1997,2,1997,0.0,169000
1619,6,1384,2.0,390.0,384.0,754,1997,2,1997,0.0,161500
1620,8,1652,2.0,499.0,1494.0,1652,2000,2,2000,0.0,251000
1621,6,1694,2.0,398.0,392.0,924,1994,2,1994,32.0,160000
1622,6,1714,2.0,451.0,923.0,947,1999,2,2000,0.0,180000
1623,7,1553,2.0,420.0,691.0,691,1996,2,1996,0.0,178750
1624,7,1253,2.0,402.0,1237.0,1253,1995,2,1996,38.0,176000
1625,6,2299,2.0,482.0,938.0,957,1999,3,2003,0.0,204000
1626,7,1187,2.0,420.0,1168.0,1187,1992,2,1993,52.0,160000
1627,7,1472,2.0,402.0,384.0,802,1991,2,1992,76.0,160000
1628,7,1482,2.0,392.0,384.0,812,1992,2,1992,170.0,163900
1629,6,1642,2.0,392.0,903.0,910,1993,2,1994,0.0,168000
1630,6,1128,2.0,480.0,1302.0,1128,1964,1,1964,138.0,154204
1631,8,1088,2.0,461.0,1074.0,1088,1986,1,1986,0.0,170000
1632,7,2090,2.0,577.0,1190.0,1190,1984,2,1984,0.0,207500
1633,8,1179,2.0,480.0,1166.0,1179,1988,2,1988,0.0,182000
1634,8,1321,2.0,484.0,1312.0,1321,1990,1,1990,0.0,212000
1635,9,1922,3.0,676.0,1922.0,1922,2005,2,2006,200.0,377426
1636,8,2541,3.0,729.0,1149.0,1164,2005,3,2005,146.0,349265
1637,9,2338,3.0,1110.0,2660.0,2338,2006,2,2007,710.0,591587
1638,5,1424,3.0,828.0,1100.0,1424,1969,1,1990,0.0,155000
1639,9,1612,2.0,556.0,1612.0,1612,2006,2,2006,165.0,319900
1640,8,1419,2.0,567.0,1419.0,1419,2007,2,2007,0.0,392000
1641,8,2234,2.0,724.0,2220.0,2234,2006,1,2006,945.0,441929
1642,10,2042,3.0,724.0,1742.0,2042,2006,2,2007,250.0,455000
1643,6,1440,2.0,467.0,1440.0,1440,1981,2,1981,310.0,182900
1644,6,1284,2.0,480.0,1284.0,1284,1984,2,1984,0.0,174000
1645,6,1868,2.0,477.0,585.0,1140,1984,3,2003,74.0,178000
1646,7,1479,2.0,484.0,725.0,725,1981,2,2003,306.0,176000
1647,7,1664,2.0,663.0,1529.0,1664,1978,2,1985,67.0,213000
1648,7,1930,2.0,481.0,780.0,1085,1979,2,1979,549.0,192000
1649,7,1969,2.0,534.0,808.0,1161,1977,2,1977,0.0,190000
1650,6,2030,2.0,551.0,848.0,1118,1976,2,1976,298.0,195000
1651,6,1032,2.0,564.0,1032.0,1032,1978,2,1978,233.0,148000
1652,6,1177,2.0,495.0,1153.0,1177,1984,2,1984,98.0,151500
1653,7,1725,2.0,550.0,539.0,1040,1979,2,1979,96.0,197000
1654,6,1353,2.0,478.0,1259.0,1353,1979,2,1999,253.0,192350
1655,5,1620,2.0,462.0,780.0,780,1969,2,1969,263.0,152000
1656,6,1220,2.0,944.0,1625.0,1220,1971,2,1971,176.0,170000
1657,5,1484,2.0,487.0,1484.0,1484,1971,2,1971,0.0,175000
1658,6,1743,2.0,539.0,702.0,1041,1968,1,1968,365.0,175000
1659,7,1935,2.0,550.0,793.0,1142,1976,2,1976,233.0,197900
1660,7,1324,2.0,585.0,1228.0,1324,1976,2,1976,130.0,174000
1661,6,1877,2.0,488.0,1084.0,1084,1974,2,1974,0.0,178900
1662,5,1109,1.0,288.0,372.0,576,1971,1,2005,82.0,139000
1663,6,981,2.0,576.0,981.0,981,1971,1,1971,0.0,143250
1664,7,1479,2.0,484.0,725.0,725,1972,1,2004,138.0,184000
1665,5,1422,2.0,576.0,925.0,1422,1970,1,1990,0.0,155000
1666,5,914,1.0,368.0,914.0,914,1970,1,2002,32.0,133000
1667,5,950,1.0,280.0,950.0,950,1971,1,1971,0.0,119500
1668,4,872,4.0,480.0,858.0,872,1971,1,1971,0.0,123000
1669,4,858,1.0,684.0,858.0,858,1971,1,1971,0.0,110000
1670,4,914,1.0,270.0,914.0,914,1961,1,1961,0.0,128000
1671,4,864,2.0,528.0,864.0,864,1971,1,1971,0.0,120500
1672,7,767,1.0,367.0,723.0,767,1998,1,1998,182.0,133000
1673,6,1337,2.0,511.0,1337.0,1337,2001,2,2001,0.0,155000
1674,6,1337,2.0,522.0,1405.0,1337,1997,2,1998,0.0,177000
1675,6,1092,1.0,264.0,525.0,525,1973,1,1973,567.0,113500
1676,6,1218,1.0,264.0,672.0,672,1973,1,1973,285.0,113000
1677,6,1218,1.0,264.0,672.0,672,1973,1,1973,265.0,113700
1678,5,1302,2.0,440.0,630.0,630,1970,2,1970,304.0,106000
1679,5,1365,2.0,440.0,765.0,765,1971,1,1971,376.0,122500
1680,6,958,2.0,440.0,1078.0,958,1976,2,1976,0.0,128000
1681,6,1548,2.0,440.0,804.0,804,1976,2,1976,0.0,155000
1682,7,1055,1.0,319.0,1061.0,1055,1978,2,1978,0.0,142500
1683,5,988,1.0,360.0,988.0,988,1966,1,1966,52.0,129250
1684,9,1816,3.0,730.0,1790.0,1816,2006,2,2007,378.0,356000
1685,9,1828,3.0,774.0,1822.0,1828,2007,2,2007,452.0,314813
1686,8,1694,3.0,818.0,1694.0,1694,2007,2,2007,254.0,318000
1687,8,1694,3.0,856.0,1694.0,1694,2006,2,2007,302.0,322400
1688,8,1734,3.0,928.0,1734.0,1734,2007,2,2007,328.0,318000
1689,8,2122,3.0,938.0,2108.0,2122,2007,2,2007,0.0,345474
1690,9,2121,3.0,732.0,2121.0,2121,2006,2,2007,315.0,415298
1691,9,2656,3.0,1040.0,1934.0,1943,2007,2,2007,456.0,492000
1692,8,2550,3.0,670.0,1108.0,1148,2006,2,2007,190.0,338931
1693,10,2046,3.0,878.0,1994.0,2046,2005,2,2006,400.0,450000
1694,7,2172,3.0,947.0,1063.0,1071,2006,2,2006,350.0,280000
1695,9,2552,3.0,932.0,2552.0,2552,2007,2,2007,456.0,479069
1696,8,1973,3.0,895.0,1935.0,1973,2006,2,2006,375.0,395000
1697,9,2643,3.0,694.0,2153.0,2069,2006,2,2006,772.0,380000
1698,8,1634,3.0,866.0,1626.0,1634,2006,2,2006,248.0,250000
1699,8,1976,3.0,908.0,1976.0,1976,2006,2,2007,304.0,440000
1700,9,2758,3.0,814.0,1704.0,1722,2005,2,2006,365.0,418000
1701,10,2290,3.0,1174.0,2320.0,2290,2007,2,2007,970.0,500067
1702,8,2152,2.0,728.0,1582.0,1582,2007,2,2008,0.0,260116
1703,8,2473,3.0,852.0,1143.0,1143,2004,2,2005,344.0,317000
1704,8,2100,3.0,786.0,918.0,958,2007,2,2007,120.0,319500
1705,8,2161,3.0,789.0,1582.0,1610,2007,1,2007,300.0,325624
1706,9,1802,3.0,843.0,1802.0,1802,2006,2,2006,510.0,372000
1707,8,2956,3.0,916.0,1706.0,1718,2004,2,2004,502.0,342000
1708,8,2468,3.0,872.0,1136.0,1136,2004,2,2004,388.0,354000
1709,8,2385,3.0,818.0,1317.0,1217,2003,2,2003,280.0,350000
1710,8,2374,3.0,656.0,1181.0,1234,2003,2,2004,340.0,285000
1711,8,1818,3.0,774.0,895.0,895,2007,2,2007,246.0,281500
1712,7,1614,3.0,878.0,1614.0,1614,2005,2,2006,210.0,245700
1713,8,1721,2.0,554.0,1721.0,1721,2005,2,2005,210.0,232698
1714,8,1828,3.0,876.0,1298.0,1298,2006,2,2007,0.0,250000
1715,6,1362,2.0,460.0,1362.0,1362,2005,2,2006,256.0,194700
1716,6,1302,2.0,631.0,1302.0,1302,2005,1,2006,182.0,204000
1717,6,1302,2.0,631.0,1302.0,1302,2005,1,2006,182.0,200000
1718,6,1362,2.0,460.0,1362.0,1362,2005,2,2006,256.0,207000
1719,8,1554,2.0,627.0,1554.0,1554,2006,2,2006,108.0,209500
1720,8,1554,2.0,627.0,1554.0,1554,2006,2,2006,108.0,209500
1721,8,1370,2.0,484.0,1370.0,1370,2006,2,2006,178.0,202500
1722,9,1577,2.0,564.0,1577.0,1577,2005,2,2005,394.0,280000
1723,9,1561,2.0,556.0,1561.0,1561,2005,2,2005,246.0,277500
1724,9,1869,2.0,617.0,1869.0,1869,2007,2,2007,362.0,318061
1725,8,1324,2.0,550.0,1324.0,1324,2006,2,2006,176.0,221370
1726,7,1405,2.0,478.0,1405.0,1405,2003,2,2003,235.0,200000
1728,6,1536,2.0,400.0,768.0,768,2005,2,2006,0.0,176000
1729,6,1484,2.0,393.0,783.0,783,2005,2,2007,0.0,178900
1730,7,1458,2.0,454.0,608.0,608,2006,2,2007,44.0,168165
1731,6,1495,2.0,440.0,738.0,738,2006,2,2006,0.0,171925
1732,6,1746,3.0,350.0,698.0,698,2006,2,2007,0.0,198444
1733,6,1326,2.0,388.0,1326.0,1326,2005,2,2005,0.0,203000
1734,7,1456,2.0,400.0,728.0,728,2007,2,2007,0.0,179540
1735,7,1302,2.0,436.0,1302.0,1302,2007,2,2007,0.0,176485
1736,7,1340,2.0,396.0,1340.0,1340,2007,2,2007,0.0,181134
1737,6,1412,2.0,432.0,616.0,616,2006,2,2007,0.0,156932
1738,6,1504,2.0,440.0,752.0,752,2007,2,2007,22.0,166000
1739,7,1456,2.0,400.0,728.0,728,2007,2,2007,16.0,177594
1740,7,1258,2.0,462.0,1246.0,1258,2007,2,2007,0.0,173500
1741,7,1258,3.0,648.0,1258.0,1258,2006,2,2007,72.0,172500
1742,7,1402,3.0,648.0,1258.0,1402,2006,0,2007,72.0,194201
1743,8,1589,3.0,630.0,1406.0,1589,2003,2,2003,72.0,226500
1744,7,1266,2.0,388.0,1266.0,1266,2007,2,2007,16.0,185485
1745,7,1530,3.0,630.0,1530.0,1530,2004,2,2004,0.0,259000
1746,7,1119,2.0,437.0,835.0,1119,2004,2,2005,0.0,188500
1747,7,1374,2.0,400.0,384.0,744,2004,2,2004,0.0,175000
1748,7,1959,2.0,434.0,847.0,847,2004,2,2005,0.0,215000
1749,7,1525,2.0,534.0,1510.0,1525,2006,2,2006,0.0,206580
1750,7,1720,2.0,440.0,840.0,840,2004,2,2004,0.0,183500
1752,7,1948,2.0,434.0,847.0,847,2003,2,2003,16.0,211000
1753,6,1690,2.0,463.0,924.0,948,2000,2,2000,0.0,181000
1754,7,1995,2.0,435.0,854.0,864,2002,2,2002,0.0,219500
1755,6,1647,2.0,460.0,953.0,953,1999,2,2000,0.0,175000
1756,7,1430,2.0,400.0,384.0,774,2000,2,2000,0.0,170000
1757,7,1320,2.0,400.0,660.0,660,2003,2,2003,0.0,162000
1758,6,1690,2.0,442.0,915.0,940,2000,2,2000,0.0,187000
1759,6,1644,2.0,460.0,941.0,961,1999,2,2000,0.0,185000
1760,10,4476,3.0,813.0,2396.0,2411,1996,3,1996,0.0,745000
1761,8,2551,3.0,925.0,1779.0,1779,1997,2,1998,515.0,384500
1762,8,2285,3.0,648.0,969.0,997,2000,2,2000,72.0,248000
1763,10,2633,3.0,804.0,2633.0,2633,2001,2,2002,705.0,466500
1764,9,3078,3.0,806.0,1408.0,1671,1998,2,1998,422.0,410000
1765,8,2582,3.0,758.0,1389.0,1411,1998,2,1999,0.0,322500
1766,7,2385,3.0,600.0,1066.0,1108,1998,2,1998,275.0,252000
1767,10,4316,3.0,832.0,2444.0,2444,1994,3,1995,1170.0,755000
1768,7,2013,2.0,455.0,1117.0,1127,1996,2,1997,0.0,269790
1769,7,2398,3.0,834.0,1379.0,1383,1996,2,1997,594.0,315750
1770,7,2520,3.0,721.0,1203.0,1214,1995,2,1995,290.0,290000
1771,8,2531,3.0,752.0,1318.0,1328,1995,2,1995,513.0,290000
1772,8,3228,2.0,546.0,3200.0,3228,1992,3,1993,0.0,430000
1773,8,2202,2.0,517.0,1105.0,1105,1992,2,1993,309.0,263000
1774,8,2538,3.0,933.0,1325.0,1335,1996,2,1997,526.0,330000
1775,7,1369,2.0,605.0,1369.0,1369,2007,2,2007,0.0,213133
1776,8,1542,3.0,852.0,1542.0,1542,2007,2,2007,164.0,260261
1777,9,1905,3.0,788.0,1905.0,1905,2006,2,2006,302.0,320000
1778,8,1464,3.0,754.0,1485.0,1464,2007,2,2007,84.0,282922
1779,8,1534,2.0,484.0,1524.0,1534,2006,2,2006,248.0,215000
1780,10,1966,3.0,1092.0,1966.0,1966,2007,2,2007,754.0,419005
1781,8,1636,3.0,865.0,1623.0,1636,2006,2,2006,208.0,255000
1782,8,1795,3.0,895.0,1795.0,1795,2006,2,2007,428.0,147000
1784,7,1726,3.0,786.0,1726.0,1726,2007,2,2007,205.0,311872
1785,7,1689,3.0,954.0,1689.0,1689,2007,2,2007,0.0,248328
1786,8,1588,3.0,825.0,1588.0,1588,2006,2,2006,410.0,227000
1787,8,1538,2.0,484.0,1538.0,1538,2005,2,2005,148.0,260000
1788,8,1496,2.0,474.0,1496.0,1496,2007,2,2007,140.0,225000
1789,7,1506,2.0,672.0,1494.0,1506,2005,2,2006,143.0,249000
1790,8,1694,2.0,636.0,1686.0,1694,2004,2,2005,186.0,307000
1791,7,1977,3.0,574.0,982.0,982,2006,2,2006,0.0,250000
1792,8,1830,3.0,859.0,1302.0,1302,2006,2,2006,0.0,221300
1793,8,1338,2.0,598.0,1338.0,1338,2007,2,2007,0.0,208900
1794,7,1335,2.0,575.0,1335.0,1335,2006,2,2007,0.0,210400
1795,8,1792,2.0,590.0,896.0,896,2007,2,2007,0.0,255000
1796,5,1588,2.0,561.0,725.0,725,2007,3,2007,0.0,212109
1797,8,1959,3.0,1025.0,1088.0,1088,2006,2,2006,0.0,270000
1798,8,2610,2.0,550.0,1184.0,1184,2007,2,2007,0.0,303477
1800,8,1656,3.0,826.0,1656.0,1656,2006,2,2006,0.0,249700
1801,7,1761,2.0,578.0,874.0,874,2007,3,2007,0.0,227875
1802,8,1584,2.0,594.0,1574.0,1584,2007,2,2007,0.0,261329
1803,8,1685,3.0,658.0,1685.0,1685,2006,2,2006,298.0,253000
1804,6,2443,3.0,744.0,1158.0,1158,2004,2,2004,353.0,265000
1805,8,2466,2.0,610.0,1580.0,1580,2004,3,2005,0.0,340000
1806,6,1100,0.0,0.0,1100.0,1100,2006,1,2007,0.0,146000
1807,7,1143,0.0,0.0,1143.0,1143,2006,1,2006,0.0,147000
1808,5,1094,2.0,576.0,1094.0,1094,2003,1,2004,126.0,149000
1809,7,1486,2.0,566.0,1461.0,1486,2006,2,2006,170.0,181000
1810,6,1721,2.0,471.0,928.0,936,1994,2,1994,105.0,201000
1811,6,1820,2.0,492.0,864.0,920,1993,2,1997,0.0,191750
1812,7,1349,2.0,539.0,1349.0,1349,2000,2,2001,108.0,179000
1813,7,1494,2.0,514.0,1482.0,1494,1998,2,1998,0.0,215000
1814,6,1575,2.0,529.0,1575.0,1575,1992,2,1992,0.0,179200
1815,6,1266,1.0,283.0,630.0,630,1980,1,1980,0.0,128000
1816,5,884,2.0,504.0,840.0,884,1983,1,1983,0.0,144000
1817,5,2020,2.0,630.0,0.0,2020,1977,2,1977,320.0,144000
1818,5,894,1.0,308.0,894.0,894,1977,1,1977,0.0,120750
1819,5,970,2.0,624.0,970.0,970,1963,1,1963,0.0,132500
1820,5,1057,2.0,576.0,1057.0,1057,1962,1,1962,0.0,132000
1821,5,999,1.0,264.0,999.0,999,1962,1,2001,0.0,132500
1822,4,1120,2.0,544.0,1040.0,1120,1961,1,1961,0.0,129000
1823,5,1696,1.0,349.0,1140.0,1696,1962,1,1962,0.0,143900
1824,5,1040,2.0,686.0,1040.0,1040,1968,1,1968,0.0,145000
1825,5,988,2.0,572.0,988.0,988,1961,1,1961,57.0,128500
1826,5,902,1.0,288.0,876.0,902,1967,1,1967,75.0,125500
1827,7,2503,2.0,564.0,1223.0,1271,1990,2,1990,272.0,300000
1828,7,2167,2.0,518.0,1192.0,1516,1974,2,2003,0.0,294000
1829,5,1037,2.0,431.0,1037.0,1037,1974,1,1974,44.0,129000
1830,5,1701,2.0,611.0,1390.0,1701,1975,2,1981,0.0,171000
1831,6,1055,2.0,542.0,1044.0,1055,1973,1,2006,0.0,147000
1832,8,2810,2.0,750.0,1453.0,1453,1990,2,1990,336.0,302000
1833,8,2872,2.0,541.0,1683.0,2129,1992,2,2000,337.0,285000
1834,8,1378,2.0,540.0,1378.0,1378,2004,2,2004,0.0,214000
1835,8,1151,2.0,484.0,1141.0,1151,2006,2,2007,30.0,166000
1836,8,1565,2.0,476.0,1511.0,1565,2006,2,2007,36.0,193800
1837,7,1352,2.0,466.0,1352.0,1352,2006,2,2007,0.0,208900
1838,7,1352,2.0,466.0,1352.0,1352,2006,2,2007,0.0,194000
1841,7,1250,2.0,528.0,625.0,625,2006,2,2007,0.0,164700
1842,6,1501,2.0,440.0,744.0,757,1999,2,1999,342.0,176500
1843,6,1458,2.0,440.0,729.0,729,1999,2,1999,1129.0,176000
1844,6,1512,2.0,440.0,756.0,756,2000,2,2000,513.0,168500
1845,6,1573,2.0,440.0,756.0,769,2000,2,2000,216.0,177000
1846,6,1525,2.0,440.0,756.0,769,2000,2,2000,456.0,177000
1847,7,1102,2.0,480.0,551.0,551,2004,2,2004,0.0,148800
1848,8,1441,2.0,492.0,776.0,764,1999,2,2000,456.0,174000
1849,7,1950,2.0,576.0,975.0,975,1997,2,1998,1600.0,239000
1850,7,1358,2.0,625.0,1339.0,1358,1999,2,2000,0.0,204000
1851,8,2048,2.0,552.0,1054.0,1072,2003,2,2004,0.0,301000
1852,8,2362,2.0,1105.0,1220.0,1220,1998,2,1998,0.0,312500
1853,8,1494,2.0,478.0,1494.0,1494,1994,1,1995,0.0,279700
1854,7,2362,2.0,546.0,2002.0,2362,1980,2,1980,600.0,255000
1855,5,1432,2.0,588.0,1360.0,1432,1978,1,1978,0.0,194000
1856,5,1437,2.0,528.0,1437.0,1437,1976,2,2004,0.0,218000
1857,8,1295,2.0,571.0,1057.0,1295,1978,1,1998,0.0,213750
1858,6,1855,2.0,512.0,528.0,1094,1976,2,1994,360.0,187000
1859,6,1262,2.0,460.0,1262.0,1262,1976,2,1976,0.0,181500
1860,8,2497,2.0,676.0,2461.0,2497,1981,2,1981,0.0,373000
1861,5,2620,2.0,600.0,1361.0,1361,1977,2,1977,1.0,190000
1862,7,1929,2.0,650.0,1057.0,1057,2001,2,2001,0.0,226000
1863,6,1152,2.0,412.0,912.0,1152,1968,1,1968,41.0,143450
1864,6,2411,2.0,570.0,1008.0,1403,1970,2,1970,525.0,240050
1865,6,1082,2.0,480.0,973.0,1082,1969,1,1969,0.0,162500
1866,6,1295,2.0,528.0,1295.0,1295,1968,1,1968,196.0,164000
1867,7,1610,2.0,515.0,1124.0,1610,1972,2,1987,0.0,185000
1868,7,1594,2.0,472.0,1594.0,1594,1993,2,1993,112.0,188500
1869,7,2075,2.0,473.0,1148.0,1091,1993,2,1993,194.0,255000
1870,5,1680,2.0,528.0,1680.0,1680,1976,2,1976,164.0,136905
1871,6,1093,2.0,484.0,1093.0,1093,1966,2,1966,0.0,158500
1872,7,1242,2.0,528.0,1242.0,1242,1973,1,1973,320.0,175500
